News,Rating
"A video shows a ""UFO"" flying over New Jersey in September 2020.",miscaptioned
"The so-called “Benadryl Challenge” went viral on TikTok in 2020, challenging teenagers to overdose on the allergy medication to elicit hallucinatory effects, prompting warnings from medical experts over the potential risk of overdose death",true
"A gunman associated with the Black Lives Matter (BLM) movement shot and wounded two Los Angeles County sheriff's deputies on Sept. 12, 2020, and BLM protesters afterwards blocked emergency access to the hospital where the deputies received medical treatment",mostly-false
"A ""Support Our Troops"" ad from the 2020 Trump campaign featured an image of Russian fighter jets.",true
"While the western U.S. was plagued by wildfires in September 2020, maps showed western Canada was experiencing no such fires",false
"Michigan Gov. Gretchen Whitmer — who has previously spoken out against the U.S. border wall with Mexico — is getting security upgrades at her official residence that include an 8-foot-tall, electrified fence.",mixture
"A photograph shows a Patagonia clothing tag that reads, ""Vote the Assholes Out.""",true
An effort is underway to lower the minimum age of consent for sexual activity to age 4,false
"During his time in the U.S. Senate, Joe Biden cast two votes 10 years apart — one of them the deciding vote — in favor of legislation that taxed Social Security income",mostly-true
The Trump administration withheld money from a program that covers medical care for sick and injured 9/11 first responders,true
Netflix CEO Reed Hastings was arrested on suspicion of possessing child pornography.,false
"Kroger banned its employees from wearing American flag masks, but allowed them to wear BLM masks.",false
"The death of retired U.S. Air Force Colonel Joe Jackson, a Medal of Honor recipient, went unmentioned in January 2019",mostly-false
"The Centers for Disease Control and Prevention advised parents to prepare for a “sudden sleepover” in the event of an emergency, which included COVID-19 outbreaks in schools.",mixture
"Data displayed on the World Bank's World Integrated Trade Solution (WITS) website in September 2020 proved that dozens of nations imported or exported items labeled ""COVID-19 Test Kits"" in 2018 — more than a year before the pandemic occurred and before COVID-19 even had a name",false
"In 2020, a gay couple celebrated the world's first ""anal birth"" after a woman's ovaries were transplanted into a man",labeled-satire
"""Antifa"" arsonists have been setting wildfires raging on the West Coast in September 2020",false
"A Black man invented the lightbulb, not “a white guy named Edison,” according to presidential candidate Joe Biden in September 2020.",mostly-false
"The Sturgis motorcycle rally in 2020 resulted in 250,000 COVID-19 coronavirus cases",unproven
"Nelson Mandela said, ""Our world is not divided by race, color, gender, or religion. Our world is divided into wise people and fools. And fools divide themselves by race, color, gender, or religion.",misattributed
"U.S. President Trump acknowledged that COVID-19 is deadlier than the flu in early February 2020, but continued to downplay the pandemic as ""like the flu"" in public.",correct-attribution
"Democratic presidential nominee Joe Biden tweeted that there was less looting in Kenosha, Wisconsin, because the area had ""fewer Black people.",false
Photographs and videos show a blood-red sky over Oregon in late summer 2020.,true
"U.S. Rep. Ken Buck, a Republican from Colorado, attended a campaign rally wearing a T-shirt that read, “Kill ‘Em All. Let God Sort ‘Em Out.",true
"A photograph shows a truck bearing the words ""Trump Train"" stuck underneath a bridge.",false
"In August 2020, 27 former Republican members of Congress endorsed Joe Biden for President of the United States",true
"A photograph depicts a priest giving the last rites to a Cuban farmer who was being executed because he ""refused to work for the Castro regime.",miscaptioned
"The backdrop to an interview with U.K. Prime Minister Boris Johnson in August 2020 showed a ""Periodic Table of Maths,"" the letters of which were arranged to spell out “Fuck Boris.",false
"U.S. President Donald Trump called U.S. Sen. Tammy Duckworth ""Lieutenant No Legs"" on social media in 2018.",false
A photograph shows a boat that sank during a parade for U.S. President Donald Trump in September 2020.,false
The Walt Disney Company announced in September 2020 that Disneyland would be moved from California to Texas. ,labeled-satire
"Following the Jan. 1, 2019, legalization of physician-assisted death in Hawaii, state leaders bought 30 “passing assistance pods.""",labeled-satire
"In July 2020, U.S. President Donald Trump said ""anarchists"" in cities across the country were throwing cans — and bags — of soup at police.",correct-attribution
"Attorney John Pierce, who is representing 17-year-old Kyle Rittenhouse, said in a tweet his client will ""go down in history"" for starting a second American Revolutionary War.",correct-attribution
"U.S. Congressional candidate Marjorie Taylor Greene shared an image of herself posing with a gun in front of an image of ""The Squad"" on Facebook.",true
"U.S. President Donald Trump called U.S. Sen. John McCain, R-Ariz., a loser.",correct-attribution
The person behind the Twitter account @lifeisasoph was the aunt of Jacob Blake's ex-girlfriend,false
"A flyer created by antifa called on “comrades” to disguise themselves as supporters of U.S. President Donald Trump and riot on Nov. 4, 2020, a day after U.S. elections, so that the media and the police would blame Trump supporters for the violence.",false
U.S. President Donald Trump told people they should vote twice in the 2020 presidential election,mixture
"Former U.S. White House Press Secretary Sarah Sanders said Donald Trump told her to take ""one for the team"" after North Korea's leader, Kim Jong-un, apparently winked at her",correct-attribution
Democratic U.S. presidential nominee Joe Biden touted University of Alabama football coach Nick Saban's endorsement on Facebook.,false
GOP congressional candidate DeAnna Lorraine tweeted praise for accused Kenosha shooter Kyle Rittenhouse,true
"In August 2020, U.S. House Speaker Nancy Pelosi had a hair appointment at a salon in San Francisco — at a time when hair salons were forbidden to operate in the city due to COVID-19",true
"The CDC ""quietly updated"" its COVID-19 mortality statistics in summer 2020 to show only 6% of previously reported deaths were actually due to the coronavirus, while the remaining 94% died from preexisting health conditions.",false
"Alexander Soros said he made the ultimate decision to pick U.S. Sen. Kamala Harris, D-Calif., as 2020 Democratic presidential candidate Joe Biden's running mate.",false
"U.S. Sen. Susan Collins said, ""Yes, I said that I wouldn't endorse him but that doesn't mean I don't fully support him"" in regards to U.S. President Donald Trump in 2020",false
A photograph shows a large anti-mask protest in Germany.,miscaptioned
Thirty-nine missing children were found in a double-wide trailer in the state of Georgia,mixture
"Mark McCloskey, a Missouri man made famous for brandishing a firearm at protesters in 2020, destroyed a neighboring synagogue’s beehive seven years earlier because the structures crossed his property line",unproven
"A photograph shows convicted murderer and Manson family cult leader Charles Manson playing a guitar ""in church.",mostly-true
"In internal guidelines, Contra Costa, California, District Attorney Diana Becton indicated that looting was acceptable and would not be prosecuted if a suspect ""needed"" what was stolen",false
"The Chicago Code Blue Facebook page shared a meme mocking Jacob Blake, who was paralyzed after being shot in the back by a police officer in Wisconsin in August 2020",true
"Photographs show the parents of Kyle Rittenhouse, the 17-year-old accused of killing two people and injuring a third at a protest in Kenosha, Wisconsin.",false
"In August 2020, Loretta Lynn and Kid Rock married each other",false
"An autopsy revealed that the late ""Black Panther"" star Chadwick Boseman had died from poisoning",false
"Hundreds of people at the 2020 Republican National Convention in Washington, D.C., ignored mask-wearing and social-distancing recommendations as Trump officially accepted the Republican nomination",true
"A crowdfunding campaign on the Christian site GiveSendGo solicited donations to help Kyle Rittenhouse, a 17-year-old accused of killing two people at a protest in Kenosha, Wisconsin",true
"Hedges at the newly renovated White House Rose Garden spell out ""KKK.",false
"According to memes, Tamir Rice, a Black boy, was killed for having a fake toy gun, while Kyle Rittenhouse, who is white, walked by police after allegedly killing two people with an assault rifle and was able to go home and sleep",mostly-true
"Police in Kenosha, Wisconsin, gave water to Kyle Rittenhouse, the teen later charged with killing two people and wounding a third during protests over the police shooting of Jacob Blake, and said they ""appreciated"" the counterprotesters",true
A video shows 2020 U.S. Democratic presidential nominee Joe Biden falling asleep during a live television interview.,false
"A video shows Kyle Rittenhouse, the 17-year-old accused of killing two people at a protest in Kenosha, Wisconsin, punching a woman.",unproven
A quote meme reproduced U.S. President Trump's August 2020 statement about his plans for a second term,correct-attribution
Former NBA star said modern basketball players should stop protesting and just 'Shut up and play the damn game.,false
U.S. House Speaker Nancy Pelosi passed a bill that would help her husband profit off the sale of federally owned U.S. Postal Service property,false
"A Black Lives Matter organizer said, ""I don't care if someone decides to loot.",correct-attribution
"A video clip from Barcelona was shown at the Republican National Convention (RNC) to depict violence in ""Biden's America.",true
"U.S. Sen. Kamala Harris, D-Calif., supports the ability to carry out abortions up until the time a woman gives birth.",mixture
A drug used to treat animal parasites like heartworm and roundworm is a potential cure for coronavirus.,unproven
"Abby Johnson, an anti-abortion activist who spoke at the 2020 Republican National Convention, earlier advocated for 'household voting' in which a husband would 'get the final say.",correct-attribution
"During protests following the police shooting of Jacob Blake in Kenosha, Wisconsin, a Kenosha facility run by the state Department of Corrections was set on fire and completely destroyed",true
"In August 2020, a car dealership in Massachusetts erected a billboard referring to 2020 U.S. Democratic presidential candidate Joe Biden and his vice-presidential nominee, Kamala Harris, as ""Joe and the Hoe.",true
"Kyle Rittenhouse, the 17-year-old accused of killing two people at a protest in Wisconsin, attended a rally for President Trump.",true
"Jacob Blake, whom a Kenosha, Wisconsin, police officer shot in August 2020, was once charged with raping a child in Wisconsin",false
"Before the police shooting of Jacob Blake in August 2020, city leaders in Kenosha, Wisconsin, passed a city law ""requiring"" all officers to wear body cameras but did not buy the devices",mixture
An image of U.S. President Donald Trump and convicted killer Charles Manson was widely circulated by the president's supporters who mistook Manson for Jesus.,mostly-false
"Arizona Superintendent of Public Instruction Kathy Hoffman advocated teaching students about ""masturbation and sexual positions"" after she was sworn into office with her hand on a Dr. Seuss book.",false
"Donna Hylton, who was convicted of the 1985 kidnapping, torture, and murder of a real estate broker, spoke at the Democratic National Convention in August 2020.",mostly-true
A meme reproduces a portion of a psychological profile of Adolf Hitler commissioned by the U.S. Office of Strategic Services (OSS),true
"Melania Trump dug up the White House Rose Garden, which was planted by Jackie Kennedy and contained roses planted by every first lady since 1913",false
"In July 2020, a Walmart customer in Massachusetts had the change from her purchase donated to charity without her consent",true
Victoria's Secret puts radio-frequency identification tags (RFID) chips in its bras so that it can track customers.,false
"Sex traffickers are tagging vehicles as potential targets with codes such as ""1f1b.",false
"In 2020, House Speaker Nancy Pelosi said U.S. troops stationed overseas should no longer be allowed to vote in U.S. elections",labeled-satire
"Adding a stamp to a postage-paid ballot ""forces"" the U.S. Postal Service to treat that ballot as first-class mail",false
A meme accurately lists six of the speakers scheduled to appear at the Republican National Convention in August 2020,mostly-false
"In 2020, PepsiCo gave $100 million to entities or projects associated with the Black Lives Matter movement",mostly-false
"Former U.S. Vice President Joe Biden said, ""Christians violate LGBTQ rights by simply existing.",false
Former Vice President Joe Biden's great-great-great grandfather owned a 14-year-old Black slave in 1850.,unproven
"Vice presidential candidate Kamala Harris said Joe Biden is ""trash to me.",misattributed
An image shows an angry tweet by U.S. President Donald Trump about Goodyear tires which was full of misspellings,false
"An asteroid is expected to hit Earth on Nov. 2, 2020, right before Election Day in the U.S.",mostly-false
A viral picture depicted a Greenland shark believed to be 392 years old.,mixture
"In 2019 and 2020, Democratic and Independent U.S. Senators voted to allow health care practitioners to let babies die, untreated, if born alive after an abortion",mostly-false
"The Democratic National Convention omitted the phrase ""under God"" from the Pledge of Allegiance in 2020.",mostly-false
A meme provides information exonerating U.S. President Donald Trump from any connection with Jeffrey Epstein's sex crimes,mixture
"In August 2020, Netflix released a film poster that portrayed young girls in what many viewers perceived as a sexualized manner",true
"A collage of photographs shows people who were severely injured in beatings perpetrated by a ""BLM hate group.",false
"Former White House strategist Steve Bannon predicted that multiple members of U.S. President Obama's administration, and possibly Obama himself, would be in federal prison by the end of President Donald Trump's first term.",false
"An image collage shows former U.S. Vice President Joe Biden and Sen. Kamala Harris without masks in August 2020, suggesting they were flouting public health guidelines during the COVID-19 pandemic",false
"Thousands of U.S. Postal Service mailboxes were removed during the last Obama administration term, according to a 2016 report.",mostly-true
The U.S. Postal Service placed locks on mailboxes to prevent voters from casting mail-in ballots in the 2020 presidential election.,mostly-false
"Mail-in ballot envelopes reveal the political party of the voter, meaning that Postal Service employees can tamper with election results",mixture
The U.S. presidential limo is equipped with Goodyear tires.,true
"A photograph captures mounds of refuse and other trash left behind by protesters in Seattle's ""Capitol Hill Autonomous Zone.",miscaptioned
A portion of what members and/or donors pay to AARP (formerly American Association of Retired Persons) goes directly to the U.S. Democratic party,false
"U.S. President Donald Trump stated during a 2020 reelection campaign rally, ""We should get a redo of four years"" — meaning redo his first term after reelection — effectively grant him a third term",correct-attribution
A video shows a large fireworks display that was originally planned for the 2020 Olympics in Tokyo,false
"U.S. President Donald Trump has been the target of multiple accusations that he raped children aged 13 and younger, and he paid at least $35 million to settle most of those claims",mostly-false
"Texting ""USPS"" to 50409 engages a service called ""Resistbot"" and generates a letter of support for the Postal Service that is sent to a user's political representatives",true
"Thousands of fake driver’s licenses smuggled from China and Hong Kong and seized in Chicago’s O’Hare Airport since early 2020 were linked to voter-fraud operations, and could produce millions of illegally cast votes in the November 2020 U.S. general election",unproven
A photograph shows a fisherman with a 327-pound halibut.,true
"Under the ""COVID Act,"" school officials in the U.S. can quarantine children with COVID-19 symptoms outside their family home without their parents' or guardians' consent",false
"Russian President Vladimir Putin’s daughter died on Aug. 15, 2020, after taking a second dose of COVID-19 vaccine.",false
"When it comes to protecting against COVID-19 transmission, neck gaiters are worse than wearing no mask at all.",false
"Kamala Harris called voters aged 18-24 years old ""stupid.",mixture
"U.S. President Trump tweeted that ""Karmala"" Harris' name sounded ""like a terrorist"" and that she was ""not even American.",false
"In 1992 Donald Trump was quoted saying of women, ""You have to treat 'em like shit.",correct-attribution
"A Black man was charged in North Carolina in the killing of Cannon Hinnant, a 5-year-old white boy, and except for Fox News, mainstream news media outlets purposely ignored it to further a predetermined racial narrative",mixture
The Annabelle doll escaped from the Warren's Occult Museum in Connecticut.,false
U.S. President Donald Trump was furious after Amazon CEO Jeff Bezos offered Prime members free one-day shipping for all mail-in ballots for the November 2020 elections.,labeled-satire
Several U.S. Postal Service mailboxes were removed in Oregon in August 2020.,mostly-true
A meme reproduces a statement Joe Biden made during an interview about continuing democracy during the 2020 COVID-19 pandemic. ,correct-attribution
"Vice presidential nominee Kamala Harris had an extramarital affair with former San Francisco Mayor and State Assembly Speaker Willie Brown, who gave her two political appointments that launched her political career",mixture
"Former U.S. Vice President Joe Biden has never owned a stock or bond, and has never had a savings account.",mixture
The URL antifa.com automatically redirects to the official campaign website of U.S. Democratic presidential candidate Joe Biden,mostly-true
Kamala Harris' press secretary was hired by Twitter to moderate U.S. President Donald Trump's tweets,false
"An image of U.S. Sen. Kamala Harris' birth certificate shows that the document identified her race as ""Caucasian.",false
Placing an L.O.L. Surprise! doll in water will reveal lingerie on the doll's body.,mostly-true
Former U.S. Vice President Joe Biden owns an island next to the island that was owned by Jeffrey Epstein.,false
"U.S. Sen. Kamala Harris has said she believes women who have accused former Vice President Joe Biden of various offenses, ranging from inappropriate touching to rape",mixture
"While responding to a 911 assault report, Los Angeles County sheriff's deputies pointed firearms at teenagers — two of whom were Black — after witnesses said the teens themselves were the victims of an attack by a knife-wielding man.",true
A meme documents contradictory statements about the value of enhanced police presence offered by Kamala Harris,correct-attribution
"U.S. President Donald Trump donated $6,000 to Kamala Harris' 2014 campaign for reelection as California attorney general.",true
U.S. Sen. Kamala Harris called former Vice President Joe Biden a racist during a presidential debate.,false
Three states pulled CNN's broadcasting license because the network failed to be truthful.,labeled-satire
"Born Basic Anti-Bac hand sanitizer was recalled in the U.S. after being found to contain methanol, a poisonous chemical",mostly-true
A Black man was sentenced to life in prison in 1997 for stealing hedge clippers — a decision upheld by Louisiana's Supreme Court in July 2020.,mixture
Individual U.S. states would be legally authorized to impose criminal penalties on individuals who refused to undergo a mandatory COVID-19 vaccination,true
"By ignoring a ban on performing COVID-19 autopsies, researchers in Italy discovered that the disease is caused by a bacteria —  not a virus — and can simply be treated with aspirin",false
"A sex offender won an appeal of his conviction on the grounds that ""pedophiles are a persecuted minority""",false
Facebook is blocking or banning posts using the hashtag #SavetheChildren. ,outdated
A video shows actor Will Smith's teeth knocked out by singer Jason Derulo's errant golf swing,false
"Janet Reed, a Democratic activist in Indiana, was arrested in 2020 on suspicion of selecting Democratic candidates on more than 400 mail-in ballots",mixture
"Donald Trump criticized then U.S. President Barack Obama in 2014 for ""subverting the Constitution of the U.S. because he is unable to negotiate with Congress.",true
U.S. President Donald Trump has suggested he wants his image added to Mount Rushmore,true
"In August 2020, U.S. President Donald Trump vowed to ""terminate"" Social Security.",mixture
"U.S. President Donald Trump said on ""Sean Hannity Radio"" that the United States Postal Service is the most ""anti-American"" way to vote, and that he would try and dismantle it",false
A member of The Satanic Temple filed a lawsuit in 2018 arguing that a Missouri law that requires a woman seeking an abortion to receive a pamphlet asserting that life begins at conception violated her religious beliefs,true
Actor Kurt Russell made public statements opposing the defunding of police and was linked to a poem dedicated to the work of law enforcement.,misattributed
The U.S. has had 143 criminal convictions for absentee-ballot fraud (or .0006% of the total vote) over the past 20 years.,mostly-true
"Sunscreen contains certain chemicals that have been linked to adverse human health effects, including neurological issues and seizures. ",mixture
"A graphic shows contradictory CNN articles about hydroxychloroquine, published three months apart and co-authored by the same person",false
A photograph taken from a drone shows the 'Sleeping Lady' mountain in Alaska,false
"A photograph shows evangelical Liberty University president Jerry Falwell, Jr. posing next to a woman with his pants unzipped",true
"In 2020, 19-year-old Black man Sean Jackson asked to be tried ""as a white man"" in a court in Tampa, Florida",false
A photograph shows salt spilled from a fallen shaker that created the image of Jesus on a table,miscaptioned
"A list of public figures posted to Facebook was part of an ""unsealed"" list of names kept by Ghislaine Maxwell, who has been charged with facilitating the sexual abuse of minors by Jeffrey Epstein",false
"During an interview, presumed U.S. Democratic 2020 presidential nominee Joe Biden asked a news reporter, “Are you a junkie?”",correct-attribution
A photograph shows a dog that suffered burns on its face after escaping a house fire.,true
U.S. President Donald Trump performed several acts of generosity as described in a widely-shared Facebook post,mostly-true
"According to an August 2020 email, some former Google Plus users were eligible for a cash payment from a 2018 lawsuit settlement after a software issue exposed the private data of up to half a million users of the social network",true
"""The Simpsons"" predicted the Beirut explosion in August 2020.",false
"One Pennsylvania resident received two mail-in ballots in 2020, both of which could be used in an upcoming election",mixture
Former U.S. Vice President and presumptive Democratic presidential nominee Joe Biden called for an end to shareholder capitalism in July 2020,mostly-false
"An MSNBC producer quit her job with a scathing letter calling the network a ""cancer.",mixture
A vaccine known as CV-19 that can track citizens was patented following secret meetings with Joe Biden in 2012.,false
Legionnaires' disease can be contracted from a face mask used repeatedly,false
"U.S. Postmaster General Louis DeJoy, a political ally to U.S. President Donald Trump, ordered Postal Service carriers to ""slow the mail down"" to help Trump win the 2020 presidential election",unproven
"The COVID-19 pandemic response team organized by Jared Kushner scrapped a federal government-led national testing plan because the virus had hit Democratic states hardest, according to a member of the task force, and helping blue states would be a political disadvantage, according to a July 2020 report",unproven
A video shows a missile striking a building in Beirut in early August 2020 and causing a massive explosion.,false
"A video described as a ""campaign ad"" promoting U.S. President Donald Trump's 2020 reelection campaign was banned by Facebook and YouTube",false
"Protesters In Portland, Oregon, burned American flags and Bibles during anti-racism protests in the summer of 2020",true
Campaign staffers for U.S. Democratic 2020 presidential candidate Joe Biden contributed to a bailout fund for protesters arrested after the police in-custody death of George Floyd,true
"As of July 2020, a new law in Canada meant motorists could be convicted and fined $1,500 if one of their passengers used a cellphone",false
"A meme correctly identified 13 individuals arrested in Portland, Oregon, as public school teachers and Antifa members",unproven
"In 2020, two school boys in China died suddenly after wearing face masks during physical exercise",mostly-true
"U.S. House Speaker Nancy Pelosi's great-grandfather is Nathan Bedford Forrest, the founder of the Ku Klux Klan.",labeled-satire
Spirit Halloween announced in August 2020 that it would not open its seasonal stores this year.,false
Minneapolis police advised residents to submit to robbers after the city defunded the police department,mixture
A video shows an octopus walking quickly across a beach.,false
"A July 2020 letter purportedly sent by the Ohio State Bar Association (OSBA) was accurate in stating that any retailer or manufacturer — including those operating from homes — could be sued for selling or creating COVID-19 protective face masks that were not medically approved, defective, or without proper labeling",mostly-false
Dr. Anthony Fauci wrote in a 2005 paper published in Virology Journal that hydroxychloroquine was effective in treating SARS.,false
"The White House falsified an image of U.S. President Donald Trump’s rally in Tampa, Florida, to make the event appear more widely attended",false
"The obituary for David W. Nagy blamed his death on U.S. President Trump, Texas Gov. Greg Abbott, and ""other politicians who did not take this pandemic seriously.",true
A photograph shows maskless Democrats at the funeral of U.S. Rep. John Lewis in July 2020.,miscaptioned
Federal troops tear-gassed the New York Yankees off the field so U.S. President Donald Trump could throw out the first pitch before the team's opening home gam,labeled-satire
A video shows U.S. House Speaker Nancy Pelosi drunk and slurring her speech.,false
"Viral text accurately outlines how biotechnology company Moderna is linked to Dr. Anthony Fauci, Bill Gates, George Soros, and Jeffrey Epstein",false
"Alexander Vindman ""quit"" the Army ""after admitting he falsely testified at President Trump's impeachment inquiry.",false
A photograph shows a cannabis bud under a scanning electron microscope.,mixture
"Video shows young children saying ""Fuck the police"" and holding signs that read “Fuck the police” and “Eff Trump goons” during protests against police brutality in Portland, Oregon, in July 2020.",true
"If the November 2020 election is delayed, U.S. House Speaker Nancy Pelosi would automatically assume the role of acting president in the absence of a president-elect",unproven
Pedophilia is considered a disability in Greece.,false
Taller people are at a higher risk of catching the COVID-19 coronavirus disease.,unproven
"U.S. President Donald Trump issued an executive order in July 2020 that will lower the price Americans pay for insulin to ""pennies a day.",mixture
"The Federal Emergency Management Agency is providing $4,800 in hazard pay to those who have been working during the COVID-19 pandemic.",false
"A video shows U.S. President Donald Trump calling his supporters ""animals"" who shoot ""Mountain Dew in their veins"" while watching ""'Tiger King' for the 45th time,"" among other insults",false
U.S. President Donald Trump said “Nobody likes me” during a live White House COVID-19 press briefing.,correct-attribution
The video camera George Holliday used to film Los Angeles police officers beating Rodney King in 1991 is being auctioned off,true
Wearing a mask to prevent the spread of COVID-19 is unnecessary because the disease can also be spread via farts.,false
"In July 2020, U.S. Sen. Tom Cotton criticized a school curriculum based on The New York Times' The 1619 project by saying of slavery, ""As the Founding Fathers said, it was the necessary evil upon which the union was built...",correct-attribution
"Rutgers University or Rutgers' English Department Chair Rebecca Walkowitz wrote in June 2020 that ""grammar is racist"" or words to that effect",false
"The U.S. Postal Service is telling voters to send mail-in ballots 14 days before the Nov. 3, 2020, general election",false
U.S. House Speaker Nancy Pelosi publicly criticized the actions of federal agents in U.S. cities during protests in 2020 — while simultaneously supporting a budget bill that would fund such law enforcement efforts,mixture
U.S. President Donald Trump is withholding coronavirus relief until Congress agrees to payroll tax cuts that would effectively jeopardize Social Security funding,outdated
"In a letter in July 2020, Seattle Police Chief Carmen Best told residents and business owners, ""We cannot enforce the law. You are on your own,"" or words to that effect",mostly-false
"On July 25, 2020, a couple wore swastika face masks while shopping at a Walmart store in Minnesota",true
"Tom Hanks was arrested for ""pedophilia"" in Australia, and fitted with an ankle bracelet to monitor his movements",false
Denver Broncos owner John Elway said any player who kneels during the national anthem would be fired on the spot.,labeled-satire
The seasonal flu kills more people every year in the U.S. than COVID-19 has to date.,false
Coronavirus has resulted in a U.S. shortage of some Dr Pepper flavors.,unproven
A video clip shows Hurricane Hanna blowing down a section of border fencing in Texas in July 2020,miscaptioned
"The Trump campaign announced in July 2020 that Diamond and Silk, Ted Nugent, Scott Baio, and Antonio Sabato Jr. would be speaking via Zoom at the Republican National Convention",false
"Target canceled its annual ""Heroes & Helpers"" program that pairs children with local police officers for holiday shopping trips",false
"A photograph shows a heavily armored officer patrolling ""Trump's America.",false
The Reagan Foundation asked the Trump campaign and Republican National Committee to stop using Ronald Reagan's likeness on a fundraiser coin,true
"A photograph shows buses purchased by Black Lives Matter to ""transport members to riots.",miscaptioned
"A concerted effort exists to normalize ""age fluidity"" to allow pedophiles to legally engage in physical relationships with children.",false
President Obama awarded Jeffrey Epstein the Medal of Freedom.,labeled-satire
"Isaiah Anthony Wayne Jackson of Springfield, Ohio, was arrested in connection with a widely shared photograph of a man kneeling on a toddler's neck along with the caption ""BLM now mf.",mostly-true
"Tom Brady was recorded telling his teammates that national anthem protests were ""an act of treason"" and vowed, ""If anybody on this team kneels, I walk.",labeled-satire
Teens and tweens transmit SARS-CoV-2 quicker and more efficiently than adults.,mostly-true
Residents of various U.S. states have received unsolicited mailings of seeds sent from China with malicious intent,mixture
A Kroger receipt shows the grocery chain is adding a charge to customer transactions in order to raise funds for Black Lives Matter,false
The total number of COVID-19 deaths in the U.S. will be double the American death toll from the Vietnam War by fall 2020,mostly-true
Thirteen Felician sisters from one convent died from COVID-19,true
A news reporter in Florida was diagnosed with cancer after a viewer spotted a lump in her throat during a broadcast.,true
A photograph shows Dr. Anthony Fauci at a baseball game with his mask lowered below his mouth.,true
The Trump administration issued a memo in July 2020 that listed physical characteristic to look for in order to identify incoming transgender people at federally funded homeless shelters,true
The address used for the home of the SpongeBob SquarePants character corresponds to a location on sex offender Jeffrey Epstein's privately owned island,false
A motorcyclist killed in a crash in Florida in 2020 was listed as a COVID-19 death,outdated
"During a White House press briefing regarding COVID-19, U.S. President Donald Trump said that he knew Ghislaine Maxwell and wished her well",true
A campaign advertisement on U.S. President Donald Trump's official Facebook account presented an old photograph from Ukraine as if it showed violence against police officers in the United States.,true
Reef sharks are becoming “functionally extinct.,mostly-true
"In the summer of 2020, Kroger supermarkets introduced a policy of refusing to give customers cash change, as shown in an incident in Bourbonnais, Illinois",mixture
"Searching for any three-digit number followed by ""new cases"" on Google provides evidence that the COVID-19 pandemic was manufactured.",false
Twitter has banned users from displaying the Star of David in their profile pictures,mostly-false
"A photograph from the 1980s shows Boris Johnson with his ""lover,"" Ghislaine Maxwell",miscaptioned
"Operating under orders from U.S. President Donald Trump in summer 2020, federal agents used unmarked vehicles to ""kidnap"" Portland protesters and did not identify themselves as law enforcement during the apprehensions",mixture
A millionaire named Brandon Torrent allowed himself to be photographed urinating on a homeless person,false
Adolf Hitler was behind the invention of the first inflatable sex dolls,false
"A government employee named Christopher Harrington filed a patent for a ""CV19-N95"" mask in 2015",false
Research published in July 2020 suggested polar bears may be wiped out by the end of the 21st century,mostly-true
A photograph shows U.S. President Trump kissing convicted sex trafficker Jeffrey Epstein.,false
"In response to a question in a July 2020 CNN interview about what would happen if a COVID-19 outbreak occurred in schools, U.S. Education Secretary Betsy DeVos said, “You can’t plan for something that hasn’t happened yet.",mostly-false
A video shows police officers beating citizens on the streets of the United States.,miscaptioned
"As of July 17, 2020, Nueces County in Texas had seen 85 positive COVID-19 tests among children aged under 1 year",mostly-false
A photograph shows MLK recuperating from a shooting just before he was smothered in his hospital bed,miscaptioned
"The COVID-19 pandemic was planned by the Rockefeller Foundation in ""Operation Lockstep.",false
"A photograph shows a police officer who resembles the ""Chad"" internet meme.",false
A naked woman protested on the streets of Portland in July 2020,true
"A video showed a rare, yellow turtle discovered in India in July 2020.",true
"Thirty-three Florida labs were busted for ""cooking the books"" or tampering with data after not reporting negative COVID-19 test results between March and July 2020",mostly-false
A Kentucky couple were placed under house arrest in July 2020 after a woman diagnosed with COVID-19 refused to agree to self-isolate because it would require her to get prior approval to go to the hospital,mostly-true
President Trump gave a talk during the COVID-19 pandemic in which he remonstrated about showers and dishwashers not functioning properly due to low-flow standards,true
"Kanye West said, ""Harriet Tubman never actually freed the slaves.",correct-attribution
Dr. Anthony Fauci compared emerging research about coronavirus with what the scientific community knows about chickenpox — as well as other viruses — and criticized people who were not taking steps to prevent the spread of COVID-19,misattributed
"A photograph shows U.S. Sen. Chuck Schumer, D-NY, kissing a young girl on the mouth.",false
"In June 2020, the city of Toronto banned Catholic churches from carrying out the sacrament of Holy Communion because of the COVID-19 pandemic.",false
A McDonald's sign requiring that all customers provide their names and phone numbers for collection is real,true
"A Minnesota middle school discarded numerous “outdated” books in an attempt to ""erase history.""",mostly-false
"Ronald Reagan said that people should ""keep voting Democrat"" if they want to have their freedoms restricted.",false
President Trump tweeted that the Confederate flag is a 'symbol of love.,false
All businesses in the U.S. are required to accept coins and/or currency as payment,false
"Democratic presidential candidate Joe Biden said U.S. taxpayers have an obligation to fund health care for 11 million ""illegal immigrants.",mostly-false
"Richard Rose of Port Clinton, Ohio died of COVID-19 after earlier vowing not to buy a face mask and dismissing advice to use face masks as ""hype.",true
"A WhatsApp video message known as ""Argentina Is Doing It"" spreads malware that irreparably hacks viewers' cell phones",false
A 2007 study showed burning sage kills 94% of bacteria,false
A photograph shows pop music star Miley Cyrus with convicted sex offender Jeffrey Epstein,miscaptioned
"U.S. Immigration and Customs Enforcement (ICE) is planning a six-day “Citizens Academy” training, including instruction on firearms and how to make arrests, for Chicago residents in September 2020",mixture
