News,Rating
"Facebook posts stated on June 8, 2020 in a Facebook post: Wearing masks for the coronavirus “decreases oxygen intake, increases toxin inhalation, shuts down immune system, increases virus risk, scientifically inaccurate, effectiveness not studied.”",false
"Facebook posts stated on June 9, 2020 in a Facebook post: The Buffalo protester pushed to the ground “had been previously arrested 300 times. 82 times for incitement. Riots is what he does for a living.”",false
"League of Conservation Voters stated on May 18, 2020 in TV ad: Says Donald Trump has opposed plans to clean up “Toxic chemicals that cause cancer (that) are in the water …. (and) put Wisconsin at risk.”",half-true
"George Borrello stated on May 11, 2020 in a press release: “Infection rates in Allegany, Cattaraugus and Chautauqua counties have consistently been among the lowest in the state.”",true
"Facebook posts stated on March 25, 2020 in on social media: Nancy Pelosi ordered a 220-seat Boeing 757 to fly to her home state, costing taxpayers nearly $5.8 million annually.",false
"Facebook posts stated on June 10, 2020 in a text post: NFL will fly a “‘Black Lives Matter’ flag under the American flag at games.”",false
"Beth Parlato stated on May 7, 2020 in a video in a tweet: Said New York Gov. Andrew Cuomo said that “with all the technology we have, we don't need actual classrooms.”",mostly-true
"Viral image stated on June 10, 2020 in a Facebook post: Wearing the Kente cloth “worn by affluent African slave traders” is “like honoring Jews by wearing swastikas.”",false
"Sara Meaney stated on May 24, 2020 in a TV interview: “Since the week ending March 14, Wisconsin actually saw a drop in tourism spending compared to last year of $1.7 billion.”",true
"Facebook posts stated on June 2, 2020 in a Facebook post: Says photo shows that Chick-fil-A distributed “Back the Blue” T-shirts to employees in response to recent protests over police brutality.",false
"Facebook posts stated on June 9, 2020 in an image: The World Health Organization “now admits that asymptomatic transmission of COVID-19 is very rare.”",half-true
"Viral image stated on June 10, 2020 in a Facebook post: “George Floyd at his own funeral and George Floyd three days ago.”",pants-fire
"Planned Parenthood stated on March 4, 2020 in news release: ""If Roe is overturned, Wisconsin has a law on the books that would immediately make abortion a crime.”",true
"Facebook posts stated on June 4, 2020 in a Facebook post: ""Hillary Clinton is on trial for Bengazi (sic) this week.”",false
"Joe Biden stated on June 10, 2020 in a USA Today op-ed: “Today, the gap between African American and white homeownership is larger than it was in the late 1960s.”",true
"Viral image stated on June 10, 2020 in a Facebook post: “Trump supporters tackled an Antifa thug, unmasked him, duct taped him to an electrical box.”",false
"Facebook posts stated on June 3, 2020 in Facebook post: “It wasn't a big deal when Bill Clinton held up the Bible in front of the same exact church (as Donald Trump).”",false
"Viral image stated on June 6, 2020 in a Facebook post: Says a photograph shows U.S. soldiers sleeping on the ground after Washington D.C.’s mayor kicked them out of local hotels.",mostly-false
"Facebook posts stated on June 1, 2020 in a Facebook post: “How many of you are aware that the female governor of Michigan is the niece of George Soros?”",pants-fire
"Facebook posts stated on June 5, 2020 in a Facebook post: “More than 20 police officers are dead now because of the riots.”",false
"Donald Trump stated on June 9, 2020 in a tweet: ""Buffalo protester shoved by Police could be an ANTIFA provocateur. 75 year old Martin Gugino was pushed away after appearing to scan police communications in order to black out the equipment ... Was aiming scanner. Could be a set up?""",false
"Viral image stated on June 5, 2020 in a Facebook post: A man’s injuries from falling after police officers shoved him in Buffalo, N.Y. were staged.",false
"Facebook posts stated on September 10, 2019 in a Facebook post: Says Donald Trump won the Ellis Island award for ""patriotism, tolerance, brotherhood and diversity” alongside Muhammad Ali and Rosa Parks.",false
"Facebook posts stated on June 9, 2020 in Facebook videos: Videos show President Donald Trump saying “I can’t breathe.”",false
"Facebook posts stated on June 3, 2020 in a Facebook post: Donald Trump “cancelled Bill Gates project known as ID2020.”",false
"J. Christian Adams stated on June 3, 2020 in a House judiciary hearing: In voting by mail, “hundreds of thousands of ballots have been rejected for defects and millions more end up missing or in landfills.”",mostly-false
"Donald Trump stated on June 7, 2020 in a tweet: Says Joe Biden wants to ""defund the police.""",false
"Facebook posts stated on June 1, 2020 in a Facebook post: “These ‘peaceful’ protesters burned these horses to death.”",false
"Facebook posts stated on June 5, 2020 in a Facebook post: “The 9/11 Memorial in NYC was just defaced with graffiti.”",false
"Viral image stated on June 6, 2020 in a Facebook post: A photo shows “the Lincoln Memorial. His head damaged and defaced.”",false
"William Barr stated on June 7, 2020 in an interview on CBS News' Face the Nation: “There were not chemical irritants” used to clear a crowd. Pepper balls are “not a chemical irritant.”",pants-fire
"Dan Patrick stated on May 24, 2020 in an interview: Says a new law adopted in Texas means property tax bills “are no longer really dependent on your values, it is on (local government) revenue growth.”",mostly-false
"Glenn Grothman stated on May 21, 2020 in news release: “Research illustrates a clear correlation between vitamin D deficiencies and (higher) COVID-19 mortality rates.”",true
"Facebook posts stated on June 1, 2020 in a Facebook post: “A declaration of disaster, has been issued for the state of Texas. House Bill 1177 Allows any Texan who can legally own a firearm to carry their handgun, open or concealed, for a full week after a state or natural disaster is declared.”",mostly-false
"Chain message stated on June 2, 2020 in a text: Text from someone “connected” to Raleigh police: “antifa may be heading into the wealthy neighborhoods tonight to take what should be theirs.”",false
"Viral image stated on June 4, 2020 in a Facebook post: The man pictured in a mugshot is not Derek Chauvin, the officer who was recorded kneeling on George Floyd’s neck.",false
"Viral image stated on June 3, 2020 in a Facebook post: “Trump’s star on the Hollywood Walk of Fame has been destroyed.”",false
"Larry Elder stated on June 2, 2020 in a Fox News appearance: 
""Last year, there were nine unarmed black people killed (by law enforcement). Nineteen unarmed white people.”",mostly-false
"Viral image stated on June 3, 2020 in a Facebook post: “She’s just casually carrying a body with 1 hand..? Sure.. More evidence of coronavirus being a complete hoax with props & street theater.”",false
"Tweets stated on May 31, 2020 in a tweet: Says police officers in Austin, Texas, have been “authorized to use LIVE ROUNDS, and lethal force” against protesters.",half-true
"Facebook posts stated on June 3, 2020 in a Facebook post: “This man who was kicked and stomped” was killed by an “antifa murderer.”",false
"Facebook posts stated on June 3, 2020 in an image: Says a photo shows a memorial vandalized by Black Lives Matter protesters.",false
"Donald Trump stated on June 3, 2020 in a tweet:
 Says he’s the one who gave the nickname “Mad Dog” to former Defense Secretary James Mattis.",pants-fire
"Facebook posts stated on June 1, 2020 in post on Facebook: “The CEO of the company that owns Wendy’s, Taco Bell, and Pizza Hut donated $400,000 towards Trump’s re-election campaign.”",mostly-false
"Kayleigh McEnany stated on June 3, 2020 in a White House press briefing: “No tear gas was used and no rubber bullets were used.”",mostly-false
"Kamala Harris stated on June 1, 2020 in a CNN interview: Says the Obama administration was doing pattern-or-practice investigations of discrimination by police departments and “Donald Trump came in with Jeff Sessions and undid those.”",mostly-true
"Viral image stated on June 1, 2020 in a Facebook post: Photos show cemeteries and war memorials damaged during George Floyd demonstrations.",false
"TikTok posts stated on May 29, 2020 in a video: Data show that more white people than black people are shot and killed by police.",half-true
"Viral image stated on May 30, 2020 in a Facebook post: Says George Soros said, “I’m going to bring down the United States by funding Black Hate groups. We’ll put them into a mental trap and make them blame white people. The Black community is the easiest to manipulate.”",false
"Facebook posts stated on May 31, 2020 in a Facebook post: Says Joe Biden’s presidential campaign donated $20 million to bail out protesters.",false
"Bloggers stated on May 31, 2020 in a Law Enforcement Today article: “Piles of bricks are being staged in cities around the country, indicating riots are planned.”",mostly-false
"Bloggers stated on June 2, 2020 in a blog post: “White busses marked ‘Soros Riot Dance Squad’ spotted in Michigan: It’s official, the riots are staged.”",pants-fire
"Facebook posts stated on May 27, 2020 in a Facebook post: “According to the CDC, so far this year, Florida has had 1,762 deaths from COVID-19 and 5,185 from pneumonia. Average pneumonia deaths in Florida from 2013-2018 for the same time period are 918.”",false
"Facebook posts stated on May 31, 2020 in a Facebook post: Says Donald Trump got “exposed for raping a 13-year-old"" in retaliation for law enforcement officers “killing black people.”",false
"Facebook posts stated on May 31, 2020 in a Facebook post: If protesters blocking the road “start banging on your windows, threatening you and trying to get in your vehicle,” it is legal to “hit the gas and plow through them.”",false
"Facebook posts stated on May 31, 2020 in a Facebook post:  Says “a rioter accidentally dropped” a riot manual with detailed instructions.",pants-fire
"Viral image stated on June 2, 2020 in a Facebook post: A photo shows Adolf Hitler holding a Bible like Donald Trump.",false
"Erin Burnett stated on June 1, 2020 in remarks on her CNN show: If President Trump decides to deploy the U.S. military domestically, he would be “mobilizing U.S. military troops on American soil for the first time since 1807.”",false
"Viral image stated on June 1, 2020 in a Facebook post: Zoo animals were released during protests in Chicago.",pants-fire
"Facebook posts stated on May 31, 2020 in a Facebook post: Video shows Seattle police in uniform “vandalizing” a building “to frame protesters.”",false
"Facebook posts stated on May 31, 2020 in a Facebook post: Says President Trump tweeted that he spoke with George Floyd’s family and said they were “honored” to hear from him.",pants-fire
"Viral image stated on June 1, 2020 in a Facebook post: “Rocks being dropped off in cages in LA for rioters. Compliments of George Soros.”",false
"Tweets stated on June 1, 2020 in a hashtag: Says officials in Washington, D.C., are “jamming all communications.”",false
"Facebook posts stated on June 1, 2020 in a Facebook post: BLM Fresno riots will begin at 4 p.m. in River Park on 06/02/20",false
"Bloggers stated on May 13, 2020 in a story: Says Nancy Pelosi tried “once again” to include abortion funding in the latest coronavirus bill.",mostly-false
"Facebook posts stated on May 31, 2020 in an image: “Antifa is warning that tonight they're moving out of the cities - and into residential areas to 'take what's ours.'”",false
"Bloggers stated on May 31, 2020 in a story: Says ex-Minneapolis officer accused of killing George Floyd commits suicide in prison cell.",pants-fire
"Darren Jackson stated on May 27, 2020 in a tweet: “Two-thirds of Americans disapprove of Donald Trump not wearing a face mask in public.”",true
"Donald Trump stated on May 30, 2020 in a tweet: During protests outside the White House, Mayor Muriel Bowser ""wouldn't let the D.C. Police get involved.""",pants-fire
"Viral image stated on June 1, 2020 in a Facebook post: George Floyd’s death and the ensuing protests were planned to introduce martial law and “purge” the United States.",false
"Joe Biden stated on May 21, 2020 in a statement: Says President Donald Trump “took more than a month to allocate Congress’ emergency funding to tribes — and only did so after tribes sued.”",mostly-true
"Joe Biden stated on May 22, 2020 in an interview on The Breakfast Club radio show: “The NAACP has endorsed me every time I've run.”",false
"Candace Owens stated on May 28, 2020 in a Tweet: Says George Soros is ""funding the chaos"" in Minneapolis via his Open Society Foundations.",false
"Roy Cooper stated on May 12, 2020 in a press conference: “With retail, people are moving around and you don’t have as much a chance to spread the virus (as you do) when people are sitting or standing indoors” for long periods of time.",mostly-true
"Tammy Baldwin stated on May 15, 2020 in a tweet: ""The Trump Administration is trying to take food assistance away from Wisconsin families when people are out of work and struggling.""",half-true
"Viral image stated on May 30, 2020 in a Facebook post: Protesters “broke into the White House.”",false
"Brian Fitzpatrick stated on May 5, 2020 in a radio interview: “For the World Health Organization, the international entity whose sole responsibility it is to alert the world of global pandemics like this, to miss this, is a huge problem.”",mostly-false
"Facebook posts stated on May 21, 2020 in a Facebook post: Says researchers found a “fabric that kills coronaviruses”",mostly-true
"Facebook posts stated on May 20, 2020 in a Facebook post:
 Michigan governor reopened Traverse City “so she could have her daughter's open house.”",false
"Viral image stated on May 27, 2020 in a Facebook post: Says an image of armed anti-lockdown protesters and an image of unarmed Minneapolis protesters being tear gassed were taken in the “same state, same month.”",mostly-false
"Kim Reynolds stated on January 14, 2020 in the Condition of the State address: Iowa has “the highest high-school graduation rate in the country.”",mostly-true
"Facebook posts stated on May 28, 2020 in a post: The death of George Floyd was a ""staged event.""",pants-fire
"Facebook posts stated on May 16, 2020 in a Facebook post: Says Ohio Gov. Mike DeWine released 4,300 prisoners and is now warning residents of a possible crime wave.",false
"Facebook posts stated on April 6, 2020 in a Facebook post: Says the Republican Party started in Ripon, Wis., “to counter the Democrats’ plans to expand slavery.”",half-true
"Ron Johnson stated on May 17, 2020 in various statements: On keeping inspectors general independent of the president",full-flop
"Priorities USA Action stated on May 19, 2020 in in a TV and digital ad: Says President Donald Trump is trying to make $451 billion in Medicare cuts ""in the middle of a deadly pandemic.""",mostly-false
"Joe Kernen stated on May 27, 2020 in an episode of CNBC's ""Squawk Box"": “We’re down near the low end of per capita deaths ... Most places are at 60 deaths per 100,000. We're at 29.”",mostly-false
"Social Media stated on May 26, 2020 in Tweet: Video shows Joe Biden stuttering after being asked about touching women “without their permission” on The View.",false
"Facebook posts stated on May 10, 2020 in a Facebook post: “This is what Bill Gates and George Soros want to do… secretly stick you with a chip while testing you for the coronavirus... the Dems have a bill on the House floor ready to vote on it to require this.”",false
"Theresa Greenfield stated on May 18, 2020 in a debate: “I’ve taken a pledge not to take one dime of corporate PAC donations.”",mostly-true
"Tom Tiffany stated on May 26, 2020 in a tweet: Says the state “health secretary says don't go to hospitals or clinics, now the tourism secretary says don't recreate.”",mostly-false
"Facebook posts stated on May 16, 2020 in a Facebook post: “This is 76 year old senile Joe Biden!!! That is a 15 year old girl with whom he’s making out!!!”
",false
"Facebook posts stated on May 26, 2020 in a Facebook post: Italy “went against the WHO's ‘law’” against COVID-19 autopsies and “discovered covid is not a virus, but a bacterium” that “clots the blood and reduces the oxygen saturation.”",false
"Vicky Hartzler stated on May 7, 2020 in a letter to the president: ""Right now, China controls 80% of all ingredients and raw materials going into our generic prescription drugs.""",mostly-false
"Donald Trump stated on May 24, 2020 in a tweet: “Cases, numbers and deaths (of COVID-19) are going down all over the Country!”",half-true
"Facebook posts stated on May 27, 2020 in a Facebook post: A photo shows ex-Minneapolis police officer Derek Chauvin wearing a “Make Whites Great Again Hat.”",false
"Donald Trump stated on May 26, 2020 in a tweet: “Twitter is completely stifling FREE SPEECH” by adding a fact-check label to Trump’s tweet.",pants-fire
"Viral image stated on May 27, 2020 in a tweet: A photo shows Donald Trump with “Derek Chauvin - the cop who killed George Floyd.”",false
"Facebook posts stated on May 16, 2020 in a Facebook post: The flu didn't kill any Americans this year.",pants-fire
"Viral image stated on May 22, 2020 in a Facebook post: A photo shows three men on crosses who “feel like they’re being crucified by being required to stay at home.”",false
"Facebook posts stated on May 20, 2020 in an image: Says Michigan Gov. Gretchen Whitmer’s family spent May 20 at her second home, breaking her own stay-at-home orders.",false
"Viral image stated on May 15, 2020 in a Facebook post: “The woman in this photograph is Margaret Sanger, founder of Planned Parenthood, meeting with the Ku Klux Klan in 1926, Silver Lake, New Jersey.”",false
"Viral image stated on May 24, 2020 in a Facebook post: A photo shows Gov. Gretchen Whitmer “on Mackinaw Island today ignoring mask and social distancing rules.”",false
"Facebook posts stated on May 10, 2020 in a Facebook post: Nancy Pelosi said ""Congress shall not vote remotely because it is not secure!"" while also saying that “Americans should all vote for president by mail!”",mostly-false
"Donald Trump stated on May 25, 2020 in a tweet: “[U.S. Rep. Conor Lamb] said he would NOT vote for [Nancy Pelosi] for Speaker, and did.”",pants-fire
"Donald Trump stated on May 26, 2020 in a tweet: California Gov. Gavin Newsom “is sending Ballots to millions of people, anyone living in the state, no matter who they are or how they got there, will get one"" and the election is ""Rigged.""",pants-fire
"Facebook posts stated on May 18, 2020 in a Facebook post: Texas and Florida have a “balanced budget” while California is “in debt $54 billion and New York is “in debt $6.1 billion.”",false
"Facebook posts stated on May 26, 2020 in a Facebook post: Ron Howard wrote a Facebook post about being a liberal.",false
"Donald Trump stated on May 26, 2020 in a tweet: There are “many unanswered and obvious questions” about the 2001 death of a staff member of Joe Scarborough.",pants-fire
"Bloggers stated on May 25, 2020 in a headline: ""Joe Biden tells voters he's 'going to beat Joe Biden.'""",false
"Facebook posts stated on May 6, 2020 in a Facebook post: Amid the COVID-19 outbreak, “Minnesota now has the highest unemployment rate in U.S. history.”",mostly-false
"Facebook posts stated on May 14, 2020 in on social media: ""Hidden in the CARES Act was an obscure $135 billion tax break for 43,000 millionaires.""",mostly-true
"Joe Biden stated on May 20, 2020 in a virtual town hall: “40% of the initial small business funds didn’t go to small businesses at all.”",mostly-false
"Facebook posts stated on May 17, 2020 in a Facebook post: Trump re-signed 1952 law “making Muslamic law illegal”",pants-fire
"Janel Brandtjen stated on April 28, 2020 in Facebook post: “Children don’t seem to be getting this virus”",mostly-false
"Facebook posts stated on May 18, 2020 in a Facebook post: “While California is dying … Gavin (Newsom) is vacationing in Stevensville, MT!”",false
"Facebook posts stated on April 11, 2020 in a Facebook post: “The COVID-19 future vaccine will come with the ID — a mark. The ID tells everyone you are free of COVID.”",false
"Donald Trump stated on January 30, 2020 in remarks at a public event in Des Moines: ""Under three years of my administration, net farm income has already gone up nearly 50%.""",mostly-true
"Facebook posts stated on April 28, 2020 in a Facebook post: Says if you're refused service at a store for not wearing a mask “call the department of health and report the store. Masks are suggested, not required.”",false
"Bloggers stated on May 16, 2020 in a Facebook post: “The House Democrats snuck a provision into their $3 trillion bailout bill today that would keep the house in recess until July 21.”",pants-fire
"Bloggers stated on May 15, 2020 in a Facebook post: “Italian Parliament Calls For The Arrest of Bill Gates”",false
"Viral image stated on May 20, 2020 in a Facebook post: A long list shows “new CDC guidelines for reopening schools.”",mostly-true
"Chris Taylor stated on December 13, 2019 in news release: “Getting access to a gun in America is easier than adopting a dog or registering to vote.”",mostly-true
"Iowa Democratic Party stated on April 21, 2020 in an online statement: Says Joni Ernst ""claims she ‘pushed for’ new funding for hospitals and COVID-19 testing after opposing It for weeks.”",half-true
"Joe Biden stated on May 14, 2020 in an interview on MSNBC: The U.S. had 44 CDC staffers “in China to observe what was going on. (President Trump) brought home the vast majority of them, I think left only four in place.”",half-true
"Facebook posts stated on May 28, 2019 in a Facebook post: Says it was ""a crime for Nixon to wiretap the Democrats at Watergate but OK for Obama to wiretap Republicans at Trump Tower.”",false
"Viral image stated on April 27, 2020 in a Facebook post: “If you have had a flu shot in the last 3-5 years, you will probably test positive” for COVID-19.",pants-fire
"Viral image stated on June 9, 2017 in a Facebook post: A photo shows Donald Trump Jr. and Eric Trump.",pants-fire
"Amy Klobuchar stated on May 16, 2020 in a tweet: “80% of the people” want the option of vote by mail",half-true
"Facebook posts stated on May 14, 2020 in a Facebook post: Says Ron Johnson and 36 other senators “voted for federal agencies to have access to your internet history without obtaining a warrant.”",mostly-false
"Facebook posts stated on May 16, 2020 in a Facebook post: Says a warning label on a box of disposable masks shows that they are ineffective at protecting against the spread of COVID-19.",false
"Greg Abbott stated on May 5, 2020 in a press conference: “Almost 75 percent of the deaths from COVID-19 in the state of Texas are a result of people contracting COVID-19 who are age 65 and older.”",mostly-true
"Kimberly Lightford stated on May 15, 2020 in a TV interview: The novel coronavirus was “man-made.”",false
"Dan Bishop stated on April 24, 2020 in an interview: “Half the workforce in the country may have just been idled” by coronavirus.",mostly-false
"Facebook posts stated on May 13, 2020 in a Facebook post: “Due to the large number of people who will refuse the forthcoming COVID-19 vaccine because it will include tracking microchips, the Gates Foundation is now spending billions to ensure that all medical and dental injections and procedures include the chips.”",false
"Nick Freitas stated on April 28, 2020 in a Facebook post.: “VA Democrats authorized for early release over 4,000 inmates, 60% of which are incarcerated for violent offenses.”",mostly-true
"Donald Trump stated on May 19, 2020 in a speech: “On the Southern border, as you know, the wall is going up, it's going up very rapidly. We're at 182 miles.”",half-true
"Donald Trump stated on May 14, 2020 in an interview with Fox Business: Speaking about border apprehensions, said “We have some of the best numbers we've ever had. Southern border, the best numbers we've ever had.”",half-true
"Donald Trump stated on May 20, 2020 in a tweet: “Rogue” Michigan official sent absentee ballots to 7.7 million people “illegally and without authorization” ahead of the primaries and general election.",pants-fire
"Instagram posts stated on May 19, 2020 in an Instagram post: “A lot of people can get an additional $2,400” from the CARES Act “and they can do it every month!”",mostly-false
"Wisconsin state Senate Democrats stated on May 8, 2020 in news release: Says GOP state Sen. Patrick Testin is responsible for lost $25M in federal funding, because he refused “to do his job.”",mostly-false
"Donald Trump stated on May 19, 2020 in remarks to reporters at the Capitol: “If you look at the one (hydroxychloroquine) survey, the only bad survey, they were giving it to people that were in very bad shape. They were very old. Almost dead.”",false
"Facebook posts stated on April 22, 2020 in a Facebook post: If you paid rent in March or April, “they got to give” you your money back.",false
"Facebook posts stated on May 15, 2020 in a blog post: “Bill Gates Explains That The COVID Vaccine Will Use Experimental Technology And Permanently Alter Your DNA”",false
"Mike Parson stated on April 27, 2020 in a tweet: ""All Missouri businesses can open Monday, May 4, under our new Order as long as new guidelines are followed.""",mostly-false
"Nancy Pelosi stated on May 19, 2020 in a CNN interview: Says President Donald Trump is “morbidly obese.”",false
"Facebook posts stated on May 11, 2020 in a Facebook post: Says “the feds closed the courtroom” when El Chapo started naming Democrats he paid off.",pants-fire
"Facebook posts stated on May 16, 2020 in Facebook post: Says Gov. Tony Evers “is proposing a new plan, a 150 day shutdown of the state (5 MONTHS!) followed by a 120 day extension.”",pants-fire
"Facebook posts stated on May 11, 2020 in a Facebook post: “Autopsies prove that COVID-19 is” a blood clot, not pneumonia, “and ought to be fought with antibiotics” and the whole world has been wrong in treating the “so-called” pandemic.",pants-fire
"Facebook posts stated on May 11, 2020 in a Facebook post: “Gov. Wolf is not allowing companies that distribute U.S. flags to ship out orders to be placed at veteran’s graves for Memorial Day.”",mostly-true
"Facebook posts stated on May 8, 2020 in a Facebook post: Says wearing face masks is more harmful to your health than going without one.",false
"Andy Biggs stated on May 7, 2020 in a letter: ""States like New York, Illinois and California have been vocal in their demands for funding to bail out their pension systems, which were failing long before the COVID-19 outbreak, and other programs that aren’t related to this crisis.""",false
"Facebook posts stated on May 15, 2020 in a Facebook post: Dr. Fauci says every American should be microchipped.",false
"Viral image stated on March 14, 2020 in a Facebook post: Says kitchen worker in viral video is potentially spreading coronavirus by blowing into food containers.",false
"Facebook posts stated on May 14, 2020 in a Facebook post: If masks prevent coronavirus, governors would have given them to prison inmates instead of releasing them.",false
"Facebook posts stated on May 12, 2020 in a Facebook post: Anthony Fauci was on the Clinton Foundation board for 20 years and “currently serves on Gates Foundation.”",false
"Facebook posts stated on April 30, 2020 in a Facebook post: “Bill Gates admits his COVID-19 vaccine might kill nearly 1 million people.”",pants-fire
"Facebook posts stated on May 14, 2020 in a text post: “Hydroxychloroquine cures this ‘virus.’ It just so happens this is the treatment used for radiation sickness!!”",false
"Facebook posts stated on April 27, 2020 in a Facebook post: Hospitals get paid $750 for patients who die from the flu, $17,500 for COVID-19.",false
"Facebook posts stated on May 12, 2020 in a Facebook post: “Pelosi’s new coronavirus bill allows illegals to receive billions in relief funds in past, current, and future payments.”",mostly-true
"Facebook posts stated on May 14, 2020 in a Facebook post: “Cannabis may stop coronavirus from infecting people, study finds.”",mostly-false
"Facebook posts stated on May 4, 2020 in a Facebook post: ""Bill Gates worked to end livestock production, and is pushing lab grown meat.""",half-true
"Facebook posts stated on April 2, 2020 in a Facebook post: Says only certain face masks are effective and others, such as cloth masks, are not.",false
"Viral image stated on April 15, 2020 in a Facebook post: Nancy Pelosi said, “if you accept a check from Trump, you might as well vote for him.”",false
"Facebook posts stated on May 12, 2020 in a headline in a Facebook post: “Beachgoers trash Florida beaches with 13,000 pounds of litter after beaches reopen.”",mostly-true
"Chip Roy stated on May 6, 2020 in an interview: Says Wisconsin has not had a spike in coronavirus cases that was “statistically significant related to the fact that they had voting.”",mostly-true
"Donald Trump stated on May 14, 2020 in a speech: “You have areas of Pennsylvania that are barely affected and [the governor wants] to keep them closed.”",half-true
"Janel Brandtjen stated on May 12, 2020 in a tweet: Says Gov Tony Evers’ administration deemed dentists non-essential",false
"Facebook posts stated on May 12, 2020 in a Facebook post: $100B contact tracing bill “is about controlling/tracking population, not about coronavirus.”",false
"Facebook posts stated on May 2, 2020 in a Facebook post: “(Retail) milk has gone up 7.5% since this time last year. The price farmers are paid has dropped 23%.”",mostly-true
"Jay Ashcroft stated on April 14, 2020 in a radio interview: “When you look at Wisconsin, in their largest city they normally have roughly 500 polling places. They just had their election a week ago, and they had five. That is ludicrous.”",half-true
"Bloggers stated on May 14, 2020 in a blog post: “Clinton Foundation investigator Kenneth McCormick found dead.”",pants-fire
"Viral image stated on May 12, 2020 in a Facebook post: A girl was “decapitated” in front of her parents by a Somali migrant. Media “covered up” the murder.",mostly-false
"Facebook posts stated on May 9, 2020 in a Facebook post: “It’s not that there’s a virus shield between Canada (4,500 deaths) and the U.S. (80,000 deaths). What exists is a difference in leadership.”",half-true
"Stacey Abrams stated on May 7, 2020 in an interview with Mother Jones: “Since the reopening of (Georgia), we’ve seen our COVID rate skyrocket by 40%.”",false
"Mitch McConnell stated on May 11, 2020 in a Team Trump Facebook Live: “Clearly, the Obama administration did not leave any kind of game plan for something like this.”",pants-fire
"Bloggers stated on May 10, 2020 in a blog post: “Democrats introduce bill to ‘euthanize seniors’ to save Social Security.”",pants-fire
"Darin LaHood stated on May 1, 2020 in a TV interview: ""93% of the (COVID-19) cases in the state of Illinois have come from Chicago.""",false
"Republican National Committee stated on May 8, 2020 in a video: Says Joe Biden said voting by mail is a way to “fundamentally change this country,” contradicting past statements by Barack Obama and Debbie Wasserman Schultz.
",mostly-false
"Facebook posts stated on March 28, 2020 in a Facebook post: An economics professor taught her students about socialism by “socialising grades” and failing all of them",pants-fire
"Facebook posts stated on May 6, 2020 in an image: Gates Foundation stands to make nearly £31.5 billion on a coronavirus vaccine in U.K.",false
"Rand Paul stated on May 6, 2020 in an interview: $3 trillion for federal coronavirus stimulus packages is ""being borrowed basically from China.""",false
"Bloggers stated on April 23, 2020 in a post on TikTok: “It’s not the coronavirus that’s killing people. It is the economy.”",false
"Mike Turzai stated on May 9, 2020 in a video: “Guess what, [children are] not at risk unless they have an underlying medical issue.”",false
"Donald Trump stated on May 11, 2020 in comments in the Rose Garden: “Germany and the United States are the two best in deaths per 100,000 people, which, frankly, to me, that's perhaps the most important number there is.”",false
"Chris Murphy stated on May 11, 2020 in an MSNBC interview: Says President Donald Trump implemented “a travel ban that just didn't work, 400,000 people got in from those countries that were subject to the restrictions.”",false
"Coalition for the Homeless stated on April 8, 2020 in a newspaper interview: New York City could pay to house its homeless population in hotel rooms currently sitting vacant, but Mayor Bill de Blasio “has absolutely to this point refused to do that.”",mostly-true
"Facebook posts stated on May 5, 2020 in a Facebook post: Says gloves shouldn’t be worn in public because “if you are wearing the same set of gloves all over town you are only spreading germs everywhere you go.”",true
"Louis Riggs stated on April 21, 2020 in an opinion piece in the Missouri Times: “Nearly half of (Missouri) counties have not reported positive (COVID-19) cases.”",false
"Facebook posts stated on May 9, 2020 in Facebook post: Under an 1866 Supreme Court ruling, stay-at-home orders are illegal and can be disregarded with impunity",pants-fire
"Jeff Shipley stated on April 28, 2020 in a Tweet: Young people ""have a greater chance of being killed by the HPV vaccine than COVID-19.”",pants-fire
"Cal Cunningham stated on April 24, 2020 in a tweet: ""Mitch McConnell said he wanted states to go bankrupt instead of the federal government providing relief. Today, Thom Tillis agreed.""",mostly-false
"Facebook posts stated on May 1, 2020 in a Facebook post: Joe Biden said, “The things I did while in elected office should not be made public while I am seeking a higher public office.”",half-true
"Facebook posts stated on May 7, 2020 in a Facebook post: “The CDC has recommended mail in voting. That’s what this whole pandemic is about: the election!”",mostly-false
"Jerome R. Corsi stated on April 28, 2020 in an article: Says Dr. Anthony Fauci's name appears on ""4 U.S. patents for a key glycoprotein” used to “create the current COVID-19 epidemic.”",false
"One America News
 stated on May 8, 2020 in a Facebook video: “The mainstream media pretended there was a deadly surge in COVID cases thanks to Wisconsinites voting.”",pants-fire
"Bloggers stated on May 31, 2019 in a blog post: Actor Tom Selleck praised President Donald Trump in a meeting with Breitbart.",false
"Ralph Northam stated on May 1, 2020 in a news conference.: Technology coming to Virginia allows COVID-19 personal protection equipment to be “decontaminated and reused 20 times without degrading performance.”",half-true
"Bloggers stated on May 9, 2020 in a Facebook post: “Trump revokes Barack Obama’s security clearance.”",false
"Tweets stated on May 10, 2020 in a tweet: Barack Obama “is the first ex-president to ever speak against his successor.”",false
"Chuck Todd stated on May 10, 2020 in a TV segment: Says Attorney General William Barr didn’t cite the ""rule of law” in explaining his decision in the Michael Flynn case during a CBS News interview.",false
"Viral image stated on May 7, 2020 in a Facebook post: “Dr. Fauci sat on Microsoft’s board of directors.”",false
"Gary Kelly stated on May 3, 2020 in an interview on CBS: Regarding the risks of coronavirus transmission on an airplane, “It’s as safe as an environment as you’re going to find.”",mostly-false
