"Noticia","Tipo","Pagina"
"Entre el 1 y 7 de julio del 2020, los padres o representantes legales de los estudiantes de segundo de Educación General Básica a Segundo de Bachillerato deben entregar el portafolio con las actividades realizadas durante los meses en los que se desarrollaron las clases virtuales. Es la suma de deberes y otros trabajos, más que nada en planteles fiscales. En los privados se han enviado de forma digital, a diario.",0,"El Comercio"
"Carlos Luis Morales me inspiró un cuento, que se titula ‘El último partido’, incluido en mi libro ‘El buitre soy yo’ del 2004. Cuando lo escribí, Morales estaba al borde del retiro pero había luchado por regresar a la Tricolor, en la época del ‘Bolillo’ Gómez. Al final, el puesto de tercer arquero se lo quedó Jorge Corozo, de Olmedo, y Morales aceptó que su carrera había llegado a su fin. Esa imagen de rodillas, con el buzo de pecho multicolor que incluso acabó convertida en un cuadro, festejando el penalti tapado a José Serrizuela, quedaba muy lejana. Ya no era el mismo.",0,"El Comercio"
"Este lunes 22 de junio del 2020 el Registro Oficial publicó la Ley Orgánica de Apoyo Humanitario, que contiene reformas laborales impulsadas por presidente de Ecuador, Lenín Moreno, en el contexto de la crisis del covid-19. De esta manera, el cuerpo legal entró en vigencia.",0,"El Comercio"
"El número de personas contagiadas con covid-19 en Ecuador subió a 50 915 este lunes 22 de junio del 2020, con un aumento de 275 casos en las últimas 24 horas, de acuerdo con el informe N° 116 del Comité de Operaciones de Emergencia Nacional.",0,"El Comercio"
"En una semana habrán pasado ya cuatro meses desde el anuncio del primer caso de covid-19 en Ecuador. El país, dicen especialistas, no ha logrado establecer un sistema de diagnóstico oportuno. Esto permitiría captar y aislar casos y darles un tratamiento rápido; a la par, evitar más contagios.",0,"El Comercio"
"El bienestar primó sobre la belleza, ambas áreas de la industria cosmética, a partir de la emergencia sanitaria. Esto se refleja en las conductas de compra local y en informes internacionales.",0,"El Comercio"
"Cerca de 600 funcionarios, entre guardaparques, jefes de área, técnicos y especialistas del Sistema Nacional de Áreas Protegidas de Ecuador fueron desvinculados de sus puestos de trabajo, según informó la Asociación de Guardaparques del Ecuador (AGE). La noticia les llegó a través de un memorando enviado por el Ministerio del Ambiente y Agua (MAAE) el viernes 19 de junio del 2020.",0,"El Comercio"
"Los casos de covid-19 continúan subiendo en la provincia de Esmeraldas. En siete días se registraron 297 nuevos contagios de coronavirus, debido a la desobediencia de las personas que se resisten a cumplir con las medidas de bioseguridad.",0,"El Comercio"
"Este domingo 21 de junio se celebra el Día del Padre en Ecuador y otros países del mundo. Esta celebración tiene cerca de 110 años de antigüedad y fue una mujer estadounidense la encargada de proponer que se rinda un homenaje a los padres el tercer domingo de junio de todos los años.",0,"El Comercio"
"En este 2020, las celebraciones por el Día del Padre fueron diferentes en centros geriátricos de la capital, en donde rigen las prohibiciones de ingreso de personas externas, por la pandemia del covid-19. En estos espacios se desarrollaron actividades entre los trabajadores y los residentes, pero también se mantuvo el contacto con los familiares, por medio de videollamadas o llamadas telefónicas.",0,"El Comercio"
"A diferencia de la Sierra y la Costa, la Amazonía es la región con un menor número de casos de covid-19 en el Ecuador: 3 632 hasta el 19 de junio. Pero sus 6 provincias afrontan una expansión del virus este mes.",0,"El Comercio"
"El parque Matriz de Cotacachi, en la provincia de Imbabura, amaneció cerrado este 20 de junio del 2020. Personal del Municipio colocó cintas plásticas de color amarillo en los accesos de este espacio verde, en donde las comunidades kichwas del cantón realizaban la Toma de la Plaza. Se trata de un ritual que se repetía cada año, como parte del Inti Raymi, antes y después del 21 de junio.",0,"El Comercio"
"Para este Día del Padre no se quiere que haya más enfermos con el covid-19, como ocurrió luego de las celebraciones del Día de la Madre, del 10 de mayo del 2020.",0,"El Comercio"
"La temporada de anidamiento de tortugas marinas empezó en las costas del Ecuador, especialmente en las playas de Esmeraldas, donde se registran los dos primeros nidos con 112 y 77 huevos cada uno.",0,"El Comercio"
"La Embajada de los Estados Unidos en el Ecuador anunció que financiará USD 31,4 millones para asistencia de migrantes en Ecuador. Esto, con motivo del Día Mundial de los Refugiados, que se celebra hoy, sábado 20 de junio del 2020.",0,"El Comercio"
"La Unión Europea (UE) trabaja con sus contrapartes del Sistema de Naciones Unidades para “reducir las vulnerabilidades” de los refugiados en Ecuador. Así lo señala en un comunicado la Delegación de la UE en Quito, a propósito del Día Mundial de los Refugiados que se conmemora este sábado 20 de junio del 2020.",0,"El Comercio"
"Los pasajeros del transporte interprovincial en Guayaquil deberán cumplir ciertas reglas de bioseguridad para evitar la propagación del covid-19. A más de las actividades de cuidado y desinfección, los viajeros tienen que entregar información personal de residencia y lugar de destino. Los datos permitirán a las autoridades localizarlos, en caso de contagio de covid-19.",0,"El Comercio"
"Ecuador registró 634 casos nuevos de covid-19 en las últimas 24 horas y la cifra total de contagios llega a 49 731, de acuerdo con el informe N° 113 del Comité de Operaciones de Emergencia (COE) nacional emitido este 19 de junio del 2020.",0,"El Comercio"
"Antes de la pandemia, el equipo de Severo, una editorial que publicó su primer libro en noviembre del 2019, tenía planificado lanzar cuatro títulos para este 2020, entre ellos una antología de la obra poética de Roy Sigüenza. Ahora su objetivo es lograr la publicación de, al menos, dos títulos, para el último trimestre del año y así continuar con el proyecto.",0,"El Comercio"
"Las escuelas rurales de la Costa retomarán sus actividades de forma paulatina a partir del 15 de julio del 2020. Así lo anunció el presidente de la República, Lenín Moreno, la noche de este jueves 18 de junio del 2020, en su cuenta de Twitter.",0,"El Comercio"
"En los días previos a una fecha especial, en este caso el Día del Padre, las courier de la capital azuaya se llenan de personas que pugnan por enviar alimentos y regalos a sus seres queridos que viven en Estados Unidos.",0,"El Comercio"
"La Agencia de Control de las Telecomunicaciones (Arcotel) recordó que es una responsabilidad de las operadoras de servicios de telecomunicaciones el contar con mecanismos efectivos para la atención de los reclamos de usuarios. Mediante un comunicado emitido este jueves 18 de junio del 2020, esa entidad informó que se realizan controles sobre esa obligación.",0,"El Comercio"
"Un tribunal de Ecuador dispuso que el Ministerio de Salud busque y atienda a indígenas amazónicos waorani afectados por el coronavirus, ante el temor de que la pandemia sea catastrófica para ellos, según una resolución judicial conocida el jueves, 18 de junio del 2020.",0,"El Comercio"
"Los altos costos del servicio de energía eléctrica que han referido algunos usuarios luego de que se retomara la lectura del consumo en los medidores y se emitieran las facturas “reales” motivó a que el Gobierno estableciera nuevas tarifas.",0,"El Comercio"
"El tiburón oceánico y cuatro especies de martillo ahora cuentan con más protecciones en Ecuador. La prohibición de comercializar y exportar sus aletas busca asegurar la conservación de sus poblaciones en el país.",0,"El Comercio"
"Las Unidades de Cuidados Intensivos (UCI) normalmente acogen a pacientes que requieren monitoreo médico continuo y ayuda respiratoria complementaria, por ejemplo, quienes fueron operados del corazón o salieron de neurocirugía. Pero hoy las necesitan principalmente los contagiados con covid-19 que desarrollan síntomas graves.",0,"El Comercio"
"El virus Nipah no tiene el mismo nivel de efectividad para el contagio que el covid-19. Así lo afirman dos expertos consultados por este Diario.",0,"El Comercio"
"La curva de contagios sigue en ascenso en la capital azuaya. Entre el 10 y 17 de junio del 2020, aparecieron 174 nuevos casos de covid-19. Las autoridades de salud trabajan en el incremento de camas en las Unidades de Cuidados Intensivos (UCI).",0,"El Comercio"
"Los chicos que cursan el tercero de bachillerato en el régimen Sierra y Amazonía vivirán de forma distinta el fin de la época colegial. El próximo 30 de junio del 2020 terminará el año lectivo 2019-2020 y las celebraciones grupales para los que terminan la secundaria, como para todos, no se podrán realizar como antes de la llegada del covid-19.",0,"El Comercio"
"En contagiados muy graves, la nueva cepa de coronavirus produce una inflamación total del cuerpo, conocida como tormenta de citoquinas. Esta reacción puede provocar la muerte. Frente a eso, científicos probaron con dosis de dexametasona, para combatir este tipo de reacción.",0,"El Comercio"
"El consumo de pescado en el mundo continúa en aumento, al igual que el porcentaje de poblaciones de peces que están sobreexplotadas. Ante este escenario, la aplicación de una pesca responsable se vuelve indispensable para asegurar no solo la conservación de las especies, sino que el recurso esté disponible en las próximas décadas.",0,"El Comercio"
"El sector comercial de Manabí se ha reactivado en nueve cantones, pero con bajas ventas.",0,"El Comercio"
"Plantas para aliviar el dolor de cabeza, cicatrizar heridas o detener hemorragias son parte de la diversidad de flora que se puede encontrar en la comunidad de San José de Payamino. Sus habitantes han decidido compartir sus conocimientos en un libro publicado este mes.",0,"El Comercio"
"Un proyecto que promueve la solidaridad se desarrolla en Esmeraldas por iniciativa de la Pontificia Universidad Católica del Ecuador, sede de Esmeraldas (PUCE), desde hace 15 días.",0,"El Comercio"
"En febrero del 2020, el Banco Mundial señaló que el principal desafío de Ecuador es “asegurar la continuidad y fortalecimiento del modelo de salud”, así como su sostenibilidad en contextos desfavorables. Ante ello, el organismo recomienda el uso eficiente de recursos destinados en este sentido.",0,"El Comercio"
"El representante de la Asociación Ecuatoriana de Médicos Posgradistas y la Presidenta de la Federación Nacional de Enfermeras comparecerán a la Comisión de Salud de la Asamblea Nacional, este miércoles 17 de junio del 2020.",0,"El Comercio"
"El papa Francisco realizó una donación de dos respiradores a Ecuador para el tratamiento del covid-19. Así lo informó, la tarde de este martes 16 de junio de 2020, la embajada de Ecuador ante el Vaticano.",0,"El Comercio"
"A través de un veto parcial, el presidente de la República, Lenín Moreno, hizo 16 observaciones a la Ley de Ordenamiento de las Finanzas Públicas. El documento del Ejecutivo se entregó a la Asamblea Nacional el 15 de junio del 2020.",0,"El Comercio"
"El número de casos confirmados de covid-19 en Ecuador se situó este martes 16 de junio del 2020 en 47 943, con un aumento de 621 casos respecto a los diagnosticados el día anterior (15 de junio), según el balance del Comité de Operaciones de Emergencia (COE) Nacional.",0,"El Comercio"
"La reactivación de los vuelos internacionales desde y hacia Ecuador continúa. KLM anunció que desde hoy, martes 16 de junio de 2020, retoma su operación comercial entre Ecuador y Holanda, luego de la reapertura del aeropuerto internacional Mariscal Sucre.",0,"El Comercio"
"Defender la vida y su dignidad, así como superar diferencias e intereses particulares, plantea el Foro para la Acción Democrática en un comunicado fechado el 15 de junio del 2020, como salida para evitar que Ecuador se convierta en un ‘Estado fallido’.",0,"El Comercio"
"Este 15 de junio del 2020, el Comité de Operaciones de Emergencia de Portoviejo (Manabí) decidió que el 18 de junio pasará al semáforo amarillo. Desde el fin de semana, el COE se ha reunido para evaluar los informes sobre la economía del cantón y la curva epidemiológica.",0,"El Comercio"
"El pleno del Consejo de Participación Ciudadana y Control Social (Cpccs) resolvió devolver al Ejecutivo la terna que había remitido para designar al titular de la Superintendencia de Ordenamiento Territorial. La decisión se adoptó en la sesión plenaria efectuada este lunes, 15 de junio del 2020.",0,"El Comercio"
"En este primer día de autorización del transporte interprovincial solo funcionaron las rutas desde Manta hacia Ambato y Quevedo. La terminal de Ambato tiene previsto enviar dos unidades desde las 20:00 de este lunes 15 de junio del 2020 hacia Manta y Babahoyo.",0,"El Comercio"
"Este 15 de junio del 2020 se restablecieron las actividades y la atención al público en los juzgados Civiles y tribunales de lo Contencioso Administrativo y Tributario del país.",0,"El Comercio"
"Las actividades en el aeropuerto Río Amazonas, ubicado en la provincia de Pastaza, se realizarán de 06:00 a 18:00 desde este lunes, 15 de junio del 2020. La decisión de cambiar el horario por parte de las autoridades de la Dirección General de Aviación Civil se debe a la solicitud del Comité de Operaciones de Emergencia (COE) de la provincia Amazónica al conocer que las operaciones aéreas serían de 09:00 a 15:00.",0,"El Comercio"
"Antes de la emergencia sanitaria por el covid-19, los tatuadores que trabajan en Karla Tattoo Studio atendían a tres o cuatro clientes por día. Desde que Quito pasó a semáforo amarillo, cada tatuador realiza un diseño diario. Karla Cuatin, organizadora de la Feria de Tatuajes Mitad del Mundo y dueña de este estudio, cuenta que a pesar de que la presencia de personas todavía es escasa, en sus cuatro locales ya se está trabajando con estrictas medidas de bioseguridad.",0,"El Comercio"
"Los 40 000 bienes que son parte de la reserva arqueológica, los 3 500 que conforman la reserva de arte colonial y republicano y los 2 600 que son parte de la reserva de arte moderno y contemporáneo, que actualmente están en el edificio Aranjuez, en Quito, serán trasladados al edificio donde funcionaba la Unasur. Así lo confirmó a este Diario Juan Fernando Velasco, Ministro de Cultura y Patrimonio, en un recorrido que se realizó la mañana de este 15 de junio del 2020.",0,"El Comercio"
"El aeropuerto de Guayaquil, José Joaquín de Olmedo, está listo para retomar sus vuelos nacionales desde este lunes 15 de junio del 2020.",0,"El Comercio"
"En Ecuador, el covid-19 avanza a diferentes velocidades. Mientras en Guayas, la provincia más golpeada por el virus, se observó un aparecimiento de contagios acelerado, en Pichincha se logró frenar el ritmo de infecciones.",0,"El Comercio"
"“No permitiré que se deslegitime la voluntad de todo un pueblo expresada en una consulta popular que se decidió por la libertad, el respeto, la democracia y la transparencia”. Ese mensaje fue emitido por el presidente de Ecuador, Lenín Moreno, la noche de este domingo 14 de junio del 2020.",0,"El Comercio"
"Corría el minuto 103 del primer tiempo suplementario. Ecuador e Italia igualaban 0-0 en el partido por el tercer puesto del Mundial Sub 20 de Polonia. Un centro ejecutado por Alexander Alvarado fue desviado por Marco Olivieri. El esférico cayó en los pies de Richard Mina que con un sutil remate de derecha venció al guardameta Pietro Carnesecchi.",0,"El Comercio"
"Diana Salazar es licenciada en Ciencias Políticas por la U. Central. Dra. en Jurisprudencia. Magíster en Derecho ­Procesal por la Tecnológica Indoamérica. Fue fiscal en Pichincha, coordinadora de la Unidad de Transparencia y de la Unidad Antilavado de Activos. Fue direc­tora de la Unidad de Análisis Financiero.",0,"El Comercio"
"La muerte de un ciclista, en el Suburbio de Guayaquil, causó indignación este domingo 14 de junio del 2020 en las organizaciones que promueven este medio de transporte en la urbe, en el contexto de la emergencia sanitaria.",0,"El Comercio"
"Samantha Acosta cursa el cuarto de básica en un plantel fiscomisional del sur de Quito. Cuenta que está asustada por lo que vive el país y que prefiere estar en su casa con su familia para que todos estén bien. A veces se aburre –reconoce– pero juega con sus hermanos o hace tareas, para ayudar a su mamá, Yuly Córdova.",0,"El Comercio"
"La más reciente auditoría a la situación financiera de Barcelona SC es un nuevo llamado a la reflexión sobre cómo se ha manejado el fútbol ecuatoriano en general y el club más popular de la nación en particular.",0,"El Comercio"
"María, una señora de 62 años, cubre su cuerpo del frío con una cobija y tapa su rostro con una mascarilla. Encima se coloca una bufanda. La protección extra es para evitar que la gente se entere que es una paciente con covid-19.",0,"El Comercio"
"Cuando Luis, un hombre de 71 años que se contagió con el coronavirus, arribó a su casa tras estar hospitalizado, su familia sintió tranquilidad. En ese momento lo peor había pasado. Sin embargo, surgió una interrogante que se extendió durante dos semanas: ¿cuándo le darán el alta definitiva?",0,"El Comercio"
"El proceso de erosión regresiva lleva un promedio de ocho meses. El mismo afectó a la cascada de San Rafael e infraestructura vial y petrolera.",0,"El Comercio"
"Aunque los efectos del covid-19 impactaron en todas las industrias y comercios del país, el agro tuvo el gran desafío de garantizar las necesidades internas como los compromisos de exportación.",0,"El Comercio"
"Daniel Salcedo y Jocelyn Mieles serán procesados por un presunto delito de fraude procesal. Así se indica en una convocatoria que la Fiscalía solicitó a un juez y que consta en el portal web del Consejo de la Judicatura.",0,"El Comercio"
"El Comité de Operaciones de Emergencia (COE) Nacional reporta un total de 46 356 casos confirmados de covid-19 en Ecuador, en la cifra actualizada hasta las 08:00 de este sábado 13 de junio de 2020. El boletín señala que esta cifra se desprende de un total de 134 141 muestras rápidas y PCR.",0,"El Comercio"
"Han pasado tres meses y medio, y 3 828 muertos por covid-19 y 2 522 probables, desde que la pandemia golpeó al Ecuador y avisó a Latinoamérica de la emergencia sanitaria y económica por venir.",0,"El Comercio"
"Los parqueaderos municipales reabrirán este lunes 15 de junio del 2020, al 50% de su capacidad. La la Empresa Pública Metropolitana de Movilidad y Obras Públicas (Epmmop) informó que de las 1 872 plazas existentes, solo estarán disponibles 934 y atenderán desde las 06:00 hasta las 18:00.",0,"El Comercio"
"Hace un año, el 12 de junio del 2019, Ecuador le dijo sí al matrimonio civil igualitario. Y los activistas de la comunidad Lgbti (Lesbianas, gais, bisexuales, trans e intersexo) consideran importante marcar esta fecha en el calendario de avances en los derechos humanos.",0,"El Comercio"
"El Ministerio de Educación quiere que los libros escolares se ocupen más de una vez por parte de los estudiantes. Con este objetivo, lanzó la campaña de reutilización de los textos escolares del sistema de educación pública.",0,"El Comercio"
"Unos 43 nuevos casos de covid-19 se han confirmado en Ibarra, provincia de Imbabura, en los 12 días que lleva en semáforo amarillo.",0,"El Comercio"
"El martes, 16 de junio del 2020, están convocados los integrantes del Consejo Nacional Electoral (CNE) y los magistrados del Tribunal Contencioso Electoral (TCE), además de representantes de partidos y movimientos políticos, para analizar el pedido de aplazar las elecciones generales del 2021.",0,"El Comercio"
"Emily Lima, entrenadora de la selección ecuatoriana de fútbol femenino, tiene la receta para que la Tricolor femenina mejore su rendimiento a escala nacional e internacional. “Ecuador debe apuntar al desarrollo del fútbol en las formativas”, expresó en una entrevista con BENDITO FÚTBOL a través de Instagram Live.",0,"El Comercio"
"Entre el 16 de marzo y el 24 de mayo del 2020, las pérdidas del sector productivo en ventas llegan a USD 14 101 millones, según el Ministerio de la Producción.",0,"El Comercio"
"Poco después de que el Ecuador adoptó al Dólar como moneda propia en el 2 000, el Instituto Ecuatoriano de Estadísticas y Censos, INEC publicó una encuesta que demostraba que solo la cuarta parte de la población en edad de trabajar poseía un empleo estable y formal; las otras tres cuartas partes tenían que sobrevivir en el subempleo ejerciendo cualquier actividad informal o ilegal.",0,"El Comercio"
"En el veto parcial a la Ley Humanitaria, enviada por el Ejecutivo a la Asamblea, el martes 9 de junio del 2020, consta que las instituciones educativas particulares “no podrán suspender, bajo ninguna forma, el servicio educativo, la asistencia, el registro de asistencia y evaluación” a los estudiantes cuyos representantes mantengan retrasos en el pago de pensiones, por haber perdido su empleo o tener disminución en sus ingresos, en el contexto de la emergencia sanitaria por el covid-19.",0,"El Comercio"
"Un operativo de control que se realizó este 11 de junio del 2020 en Carchi, en la frontera entre Ecuador y Colombia, terminó en protestas de ciudadanos.",0,"El Comercio"
"Tras 10 días en Ecuador, el equipo de virólogos de Alemania que arribó al país para ofrecer capacitaciones en diagnóstico y manejo de la pandemia del covid-19 culminó su recorrido este jueves 11 de junio del 2020. La visita incluyó la donación de 100 000 kits de pruebas PCR para la detección del coronavirus, en el marco de la cooperación bilateral entre las naciones.",0,"El Comercio"
"En el informe N° 105 emitido el jueves 5 de junio del 2020 por el Comité de Operaciones de Emergencia (COE) nacional se indica que en el país hay 45 082 pacientes positivos de la covid-19 y 6 284 fallecidos en el contexto de la pandemia.",0,"El Comercio"
"En bicicleta y cargando una pizarra, la maestra Carolina Espinoza recorre las calles de Playas, un cantón de la provincia del Guayas, en la Costa del Ecuador, para llegar a las casas de sus alumnos y darles las clases previstas para la educación general básica, ante la falta de Internet.",0,"El Comercio"
"El Consejo de la Judicatura (CJ) abrió sumarios disciplinarios contra el presidente de la Corte Provincial del Guayas, Eduardo Ordeñana Romero. Uno de ellos está relacionado a las medidas alternativas otorgadas al prefecto Carlos Luis Morales, en la investigación por un presunto tráfico de influencias en la adquisición de insumos médicos durante la emergencia sanitaria.",0,"El Comercio"
"El contagio con covid-19 en las nacionalidades indígenas de la Amazonía mantiene en alerta a estos territorios.",0,"El Comercio"
"El ritmo lleva a aplaudir, el coro es pegajoso y por ahí una lágrima puede salir. La cuarentena que ha vivido el mundo a causa de la pandemia del covid-19 ha motivado a artistas a crear canciones que abriguen esperanza en medio del confinamiento. Ricardo Perotti escribió Esto también pasará, un tema que nació -dice el cantante- ""de mi familia a la suya"".",0,"El Comercio"
"El presidente ecuatoriano, Lenín Moreno, participó en el programa Prevención y Acción Covid-19 dirigido por su homólogo colombiano Iván Duque. La conversación en la que también participó la presidenta de Bolivia, Jeanine Áñez, se efectuó este miércoles 10 de junio del 2020.",0,"El Comercio"
"A partir del martes 9 de junio del 2020, los cuencanos pueden realizar más de 50 trámites, consultas y pagos en línea a través de la APP Cuenca en Línea. La aplicación fue creada por técnicos del departamento de Informática del Municipio.",0,"El Comercio"
"El comandante General de la Policía, Patricio Carrillo, informó la noche de este martes 9 de junio de 2020 que Daniel Salcedo ya se encuentra en Ecuador, tras ser expulsado del Perú. Esto lo dio a conocer a través de su cuenta de Twitter.",0,"El Comercio"
"La deforestación y la contaminación están amenazando a las ranas de cristal que habitan en el país. Un nuevo estudio revela que Ecuador alberga al 40% de las especies de este grupo descritas en el mundo, y un 17% ya se encuentra en peligro crítico de extinción.",0,"El Comercio"
"Cristobal Roldán, embajador de Ecuador en España, entregó más de 600 rosas ecuatorianas a personal sanitario de ese país, quienes aún se encuentran en pie de guerra contra contra la pandemia de covid-19. Las flores llegaron en un cargamento el pasado lunes 8 de junio de 2020 al aeropuerto de Barajas en Madrid.",0,"El Comercio"
"Anthony comenzó su segunda semana de clases en el angosto patio de su casa en el Barrio Cuba, en el sur de Guayaquil. Ayer, 8 de junio del 2020, vía WhatsApp, recibió un audio con el saludo de su maestra. Y de inmediato otro con el Himno de su colegio, que entonó con solemnidad.",0,"El Comercio"
"La emergencia sanitaria mermó el volumen de carga en los puertos marítimos del país.",0,"El Comercio"
"Los casos de dengue en la Costa se dispararon en los primeros cinco meses de este 2020.",0,"El Comercio"
"Como parte de las acciones para recuperar la actividad turística, que se plantea para superar los efectos causados por la pandemia, la Fundación Municipal de Turismo impulsa la campaña Cuenca: ciudad biosegura y sostenible.",0,"El Comercio"
"El legislador Daniel Mendoza ingresó hace dos días a la Cárcel 4, ubicada en el norte de Quito. El 5 de junio del 2020, el juez nacional Marco Rodríguez le ordenó prisión preventiva, pues Fiscalía lo procesó junto a otras cinco personas por el supuesto delito de delincuencia organizada.",0,"El Comercio"
"Los parlamentos de 12 países de la región, entre ellos el de Ecuador, se comprometieron a ""fortalecer la legislación en materia sanitaria"" como una forma de respuesta ante la pandemia del covid-19.",0,"El Comercio"
"Manténgase informado con el podcast: Entérese con EL COMERCIO. A continuación, los temas de este lunes 8 de junio del 2020.",0,"El Comercio"
"El empresario ecuatoriano Alfredo Adum Ziadé confirmó la tarde de este lunes, 8 de junio de 2020, que la avioneta accidentada hoy en Perú es propiedad de una de sus empresas. En una entrevista con este Diario, el exmiembro del Partido Roldosista Ecuatoriano (PRE) dijo desconocer quiénes eran las personas que estaban en la aeronave en el momento del siniestro aéreo.",0,"El Comercio"
"El Banco Mundial (BM) actualizó la proyección de crecimiento para la economía del Ecuador en el informe Perspectivas Económicas Mundiales, presentado este lunes 8 de junio del 2020.",0,"El Comercio"
"Con todo dolor, la temporada 2020 de la LigaPro debió cancelarse. Desde el punto de vista deportivo, el que realmente importa en una competición, las condiciones de los equipos ecuatorianos cambiaron dramáticamente en estos casi 90 días de emergencia y el torneo ya perdió razón de ser.",0,"El Comercio"
"A Cecilia (nombre protegido) le quedaban pocos días para llegar a la semana 38 de su embarazo. En la clínica privada de Quito, en donde dará a luz, le dijeron que su esposo no podría acompañarla en el parto.",0,"El Comercio"
"El Ministerio de Finanzas comenzó la semana pasada el proceso para renegociar las condiciones de su deuda contraída en bonos estatales.",0,"El Comercio"
"Los partidos y movimientos políticos demandan que el Consejo Consultivo de Organizaciones Políticas arroje certezas sobre la organización de los comicios del 2021. El foro se desarrollará este jueves 11 de junio del 2020 de modo virtual, por primera vez, debido a la pandemia.",0,"El Comercio"
"El cuerpo técnico de Pablo Repetto hizo una depuración minuciosa en la lista de 34 personas que podrán ingresar al complejo de Pomasqui.",0,"El Comercio"
"Cantones como Tulcán o Pallatanga empiezan desde hoy, 8 de junio del 2020, con el semáforo amarillo. En todo el país ya son 111 localidades en esta etapa de la emergencia.",0,"El Comercio"
"La Cancillería ecuatoriana informó hoy, 7 de junio del 2020, que abrirá un expediente sancionador para un funcionario de la Embajada en España que está involucrado en una fiesta que rompió el confinamiento el covid-19 en ese país.",0,"El Comercio"
"Luego de que el juez nacional Marco Rodríguez ordenara prisión preventiva, el legislador Daniel Mendoza fue llevado a la Cárcel 4 de Quito. El parlamentario fue traslado a las 06:00 del 6 de junio del 2020, en medio de un operativo policial.",0,"El Comercio"
"Los sectores comercial, al por mayor y menor, así como la reparación de autos y bicicletas fueron los que más crecieron durante los dos últimos meses de la emergencia sanitaria.",0,"El Comercio"
"En el área de cuidados intensivos, la médica venezolana Margory Ojeda atiende a aquellos pacientes que ingresan con complicaciones graves, producto de la nueva cepa de coronavirus. Ella realiza maniobras rápidas y certeras, con el objetivo de salvar vidas.",0,"El Comercio"
"Dalo Bucaram Pulley aseguró que ni él ni sus hermanos han sido notificados de una supuesta revocatoria de visa por parte del Gobierno de EE.UU. El exlegislador e hijo del expresidente Abdalá Bucaram Ortiz habló con EL COMERCIO la noche de este sábado 6 de junio de 2020, desde Miami, Estados Unidos.",0,"El Comercio"
"El reto de volver a la normalidad sin contacto con mascarilla y disfrutar de un rato al aire libre es complicado pero no imposible para las familias que este sábado 6 de junio del 2020 salieron por primera vez tras casi de 12 semanas de confinamiento por la emergencia sanitaria en Quito.",0,"El Comercio"
"Ecuador amaneció este sábado 6 de junio del 2020 con 42 728 personas contagiadas por el coronavirus y 6 037 muertes en el contexto de la pandemia, desde el 29 de febrero: 3 608 fallecidos por covid-19 y otros 2 429 por sospecha de la enfermedad.",0,"El Comercio"
"El Ecuador vive la etapa del distanciamiento social de la emergencia sanitaria de tres formas distintas y según el color del semáforo de restricciones que rige en cada cantón.",0,"El Comercio"
"Las resoluciones aún no se emiten oficialmente en los cantones, pero los siete alcaldes de la provincia de Esmeraldas anticiparon que mantendrán el semáforo rojo de la emergencia sanitaria por el covid-19.",0,"El Comercio"
"Quito lidera el número de llamadas de alerta por aglomeraciones. Así lo informó el director del ECU-911, Juan Zapata, la tarde de hoy, viernes 5 de junio del 2020 mediante una cadena nacional.",0,"El Comercio"
"La intervención para iniciar la explotación del campo Ishpingo, el último del bloque 43 ITT (Ishpingo, Tambococha y Tiputini), avanza. La estatal petrolera ecuatoriana Petroamazonas construye desde el 27 de febrero del 2020 una vía de acceso para conectar la plataforma B del campo Tambococha con las plataformas A y B de Ishpingo.",0,"El Comercio"
"Tenedores institucionales de bonos ecuatorianos en el mercado internacional informaron que conformaron un comité para facilitar el diálogo en el marco del proceso de renegociación de la deuda, que el Gobierno de Ecuador inició el pasado 3 de junio del 2020.",0,"El Comercio"
"En el informe N° 098 emitido el jueves 4 de junio del 2020 por el Comité de Operaciones de Emergencia (COE) nacional se indica que en el país hay 41 575 pacientes positivos de la covid-19 y 5 890 fallecidos en el contexto de la pandemia.",0,"El Comercio"
"Ecuador enfrentará una situación compleja en los próximos días, según un estudio realizado por el Centro MRC para el Análisis Global de Enfermedades Infecciosas, del Imperial College London. En el informe titulado Situación para covid-19: Ecuador, 2020-06-03 se detalla un aumento de los contagios por covid-19 y, a la par, un incremento de la demanda de camas, principalmente, en las unidades de cuidados intensivos (UCI). Estos resultados se obtuvieron tras poner en práctica un modelado matemático con el cual se hizo varias proyecciones sobre las necesidades de salud.",0,"El Comercio"
"La enseñanza y aprendizaje a través de las plataformas de Internet, también conocido como E-Learning, se ha masificado a escala global por la pandemia del covid-19.",0,"El Comercio"
"La crisis económica que puede vivir el Ecuador este año puede ser más profunda que la registrada en 1999, de acuerdo con las proyecciones presentadas ayer por el Banco Central del Ecuador (BCE).",0,"El Comercio"
"Desde casa o en distintos escenarios a puerta cerrada, los artistas locales trabajan en la producción de espectáculos musicales y obras de artes escénicas, que se han adaptado a medios telemáticos, para que la familia pueda disfrutarlos desde casa, durante el proceso de transición desde el confinamiento de la cuarentena.",0,"El Comercio"
"El Fondo Monetario Monetario Internacional (FMI) evalúa conceder a Ecuador fondos de emergencia adicionales por USD 250 millones, mientras negocia un nuevo programa integral para el país sudamericano, informó el jueves 4 de junio del 2020 el portavoz del organismo multilateral.",0,"El Comercio"
"Salvador Quishpe, exprefecto de Zamora Chinchipe, presentó este jueves, 4 de junio del 2020, su precandidatura a la Presidencia de la República por el movimiento Pachakutik.",0,"El Comercio"
